order_no,customer_id,order_date,status,channel,payment_method,total_amount_krw 
1002778,201226,2023-05-21,주문접수,온라인,여신,61903740
1002779,200636,2025-07-19,배송완료,전화,여신,79246680
1002780,200491,2024-06-08,배송완료,매장,현금,39115800
1002781,200023,2025-11-01,배송중,온라인,현금,67900800
1002782,201792,2025-03-26,배송완료,영업사원,카드,69484000
1002783,200952,2023-08-16,배송완료,온라인,카드,52153420
1002784,200307,2023-12-20,배송완료,영업사원,카드,42862100
1002785,200642,2023-03-13,배송완료,전화,카드,47404825
1002786,200572,2025-04-14,주문접수,전화,카드,44119500
1002787,200850,2024-09-09,결제완료,매장,카드,8853810
1002788,201414,2024-02-07,배송완료,전화,카드,54539655
1002789,200112,2025-07-03,취소,온라인,여신,42986690
1002790,200750,2024-04-18,배송완료,전화,카드,85146060
1002791,200633,2024-12-01,배송완료,전화,카드,57713500
1002792,201169,2023-02-05,배송중,매장,계좌이체,4885310
1002793,201231,2024-06-11,배송중,매장,여신,71302300
1002794,201569,2024-07-27,반품,온라인,계좌이체,28729485
1002795,201326,2023-02-05,배송완료,매장,여신,118444705
1002796,200740,2025-09-29,결제완료,전화,카드,298000
1002797,200287,2025-11-12,결제완료,온라인,계좌이체,3816935
1002798,201867,2023-12-15,배송완료,온라인,여신,50976000
1002799,200922,2025-03-30,배송완료,온라인,계좌이체,47750130
1002800,201499,2024-03-05,배송완료,전화,여신,33170400
1002801,200344,2025-07-31,결제완료,영업사원,여신,11851810
1002802,200185,2025-05-28,배송중,매장,여신,98974270
1002803,200267,2025-09-26,배송완료,매장,여신,80102270
1002804,201784,2024-03-15,배송완료,온라인,현금,11646800
1002805,200702,2023-10-07,취소,온라인,여신,69996170
1002806,200869,2024-10-01,배송완료,전화,계좌이체,65408000
1002807,201548,2024-12-17,배송완료,전화,카드,78986545
1002808,201544,2025-07-09,배송완료,영업사원,여신,46977990
1002809,200365,2024-12-10,주문접수,매장,카드,32487000
1002810,200616,2024-02-04,배송중,매장,여신,100253000
1002811,200240,2024-12-14,배송완료,영업사원,카드,55859305
1002812,201217,2025-10-24,배송완료,매장,카드,20490540
1002813,200009,2024-07-14,결제완료,온라인,계좌이체,41493900
1002814,200102,2023-11-18,배송완료,매장,현금,79282560
1002815,201716,2025-08-07,배송중,전화,카드,151970540
1002816,201129,2023-01-10,주문접수,영업사원,현금,109972680
1002817,200304,2024-08-24,배송완료,영업사원,여신,131225960
1002818,201971,2023-04-04,배송완료,매장,여신,93033500
1002819,200606,2025-10-22,결제완료,온라인,카드,48753450
1002820,200299,2024-10-09,배송중,영업사원,여신,117256445
1002821,201288,2025-10-01,배송완료,전화,여신,39176840
1002822,200168,2024-09-10,배송완료,영업사원,계좌이체,93108950
1002823,201849,2024-12-16,배송중,매장,현금,57769600
1002824,200023,2024-11-24,결제완료,영업사원,여신,13346190
1002825,200508,2023-08-14,반품,전화,계좌이체,27676820
1002826,201758,2023-08-26,배송완료,전화,카드,114086710
1002827,200975,2024-02-25,배송완료,온라인,카드,84858165
1002828,201161,2023-04-29,취소,매장,계좌이체,7880600
1002829,200561,2024-07-09,배송완료,영업사원,현금,150476200
1002830,201759,2024-10-29,배송완료,전화,현금,81223520
1002831,201094,2024-02-24,배송완료,온라인,여신,42638280
1002832,201202,2024-10-29,배송완료,영업사원,현금,85357960
1002833,200036,2024-05-01,결제완료,온라인,여신,102673060
1002834,200917,2023-08-14,배송완료,전화,카드,19801800
1002835,200037,2024-10-29,배송중,매장,여신,17357600
1002836,200593,2024-07-10,배송완료,영업사원,여신,71111920
1002837,201502,2024-11-11,배송완료,영업사원,계좌이체,68600560
1002838,200361,2023-05-01,배송완료,전화,카드,43583200
1002839,200174,2023-08-27,배송완료,매장,현금,90346460
1002840,200797,2025-08-17,배송완료,매장,현금,5885910
1002841,201246,2025-06-27,취소,전화,여신,40922100
1002842,201164,2024-12-23,배송완료,온라인,현금,93009740
1002843,200622,2024-09-07,배송완료,매장,카드,81671980
1002844,200937,2025-04-06,배송완료,전화,여신,35779295
1002845,201207,2025-10-08,배송완료,영업사원,계좌이체,72021810
1002846,200893,2024-04-03,배송완료,매장,현금,52340875
1002847,200370,2025-05-09,배송완료,영업사원,카드,156919700
1002848,200389,2024-11-18,배송중,매장,카드,131917950
1002849,200106,2023-12-07,배송완료,전화,카드,21101165
1002850,201600,2025-07-17,배송완료,매장,현금,48036850
1002851,201742,2025-04-29,배송완료,전화,계좌이체,122237780
1002852,201681,2025-04-29,배송완료,온라인,여신,48314705
1002853,200007,2023-07-15,배송완료,영업사원,현금,33372900
1002854,201985,2023-06-29,취소,온라인,카드,15376300
1002855,200961,2023-05-29,배송중,영업사원,계좌이체,111290325
1002856,200705,2024-02-17,배송완료,매장,카드,28395200
1002857,200468,2024-09-16,반품,온라인,카드,43892760
1002858,201915,2023-09-25,배송완료,전화,계좌이체,61728720
1002859,200445,2024-01-30,결제완료,온라인,카드,30545960
1002860,200649,2023-10-01,반품,온라인,카드,74005865
1002861,201491,2023-07-11,배송완료,온라인,현금,38923800
1002862,200804,2023-03-15,배송완료,영업사원,현금,60807085
1002863,200183,2023-02-12,배송완료,매장,현금,85974605
1002864,201617,2024-03-15,배송완료,영업사원,현금,30777110
1002865,200948,2025-08-26,주문접수,전화,여신,61108400
1002866,200484,2023-05-30,배송완료,영업사원,카드,55179970
1002867,201490,2025-11-09,배송완료,전화,여신,85656150
1002868,201616,2024-09-10,배송완료,매장,카드,84173470
1002869,200526,2023-09-29,배송완료,매장,카드,873300
1002870,200553,2024-04-24,취소,매장,계좌이체,7887100
1002871,201502,2024-12-21,배송완료,매장,카드,72090240
1002872,201688,2025-04-26,주문접수,영업사원,여신,16937180
1002873,200330,2023-04-15,결제완료,매장,카드,171915800
1002874,201045,2024-03-07,취소,온라인,현금,47750600
1002875,200076,2025-03-12,배송완료,영업사원,계좌이체,46178640
1002876,200147,2025-08-19,취소,전화,여신,71282990
1002877,201779,2024-12-19,배송완료,전화,여신,19902955
1002878,201536,2024-03-11,배송완료,온라인,현금,29320300
1002879,201147,2023-07-25,배송완료,매장,카드,28056240
1002880,201159,2023-11-08,배송중,영업사원,여신,45569600
1002881,200835,2025-06-17,배송완료,전화,카드,95386550
1002882,201401,2023-02-07,배송중,온라인,카드,120065435
1002883,200290,2023-07-05,배송완료,매장,여신,25760060
1002884,201493,2024-06-13,배송완료,매장,계좌이체,78196840
1002885,200245,2023-06-01,배송중,전화,계좌이체,52356135
1002886,200334,2023-07-26,배송완료,영업사원,카드,107288300
1002887,200948,2023-11-22,배송완료,온라인,카드,163833720
1002888,200064,2025-03-30,배송중,전화,계좌이체,28810460
1002889,201353,2024-03-08,결제완료,전화,계좌이체,27615795
1002890,201836,2023-03-01,배송완료,매장,여신,54564300
1002891,200971,2025-11-15,주문접수,온라인,현금,24610900
1002892,201582,2023-02-20,결제완료,온라인,현금,27592150
1002893,201023,2023-08-02,배송완료,온라인,계좌이체,84965085
1002894,200935,2023-03-11,배송중,온라인,현금,85603940
1002895,200965,2023-07-24,배송완료,영업사원,여신,103399075
1002896,200570,2023-07-29,배송완료,영업사원,여신,30148220
1002897,201139,2024-12-04,주문접수,영업사원,카드,34452500
1002898,201338,2023-08-21,배송완료,영업사원,현금,96654095
1002899,201005,2023-12-02,배송완료,온라인,카드,19656600
1002900,200056,2023-12-06,배송중,온라인,여신,56289565
1002901,201664,2024-09-17,배송완료,매장,카드,129184990
1002902,200354,2024-06-11,배송완료,전화,계좌이체,105023055
1002903,200840,2024-08-13,배송완료,전화,현금,49309000
1002904,200817,2025-04-10,배송완료,영업사원,계좌이체,17071470
1002905,200270,2024-04-27,결제완료,전화,카드,128246295
1002906,201125,2023-12-20,배송중,전화,여신,8798580
1002907,201435,2025-10-24,배송완료,매장,여신,22920200
1002908,201418,2023-09-28,배송중,온라인,현금,123251960
1002909,200481,2025-10-01,배송중,매장,계좌이체,69838265
1002910,200024,2023-02-03,배송완료,영업사원,계좌이체,67093420
1002911,201282,2024-07-03,배송완료,온라인,여신,27932630
1002912,201277,2023-02-12,배송완료,매장,여신,57047060
1002913,200295,2024-04-06,배송완료,매장,카드,16190655
1002914,200521,2024-07-09,배송완료,매장,현금,18824600
1002915,200871,2025-03-20,배송완료,전화,계좌이체,106864090
1002916,200166,2024-06-16,배송완료,온라인,현금,21160620
1002917,201057,2025-10-05,주문접수,온라인,계좌이체,62959310
1002918,201007,2024-06-02,배송완료,온라인,카드,51596560
1002919,200820,2023-01-10,주문접수,영업사원,여신,142877015
1002920,201956,2023-07-11,결제완료,온라인,계좌이체,80395220
1002921,200506,2025-12-29,결제완료,매장,여신,123666015
1002922,201924,2025-12-10,배송완료,영업사원,계좌이체,42629200
1002923,200574,2023-03-15,취소,온라인,카드,127843125
1002924,200975,2023-02-16,배송완료,온라인,여신,116287805
1002925,200929,2024-09-13,주문접수,영업사원,여신,57023490
1002926,201286,2025-10-03,배송완료,전화,카드,56944900
1002927,201840,2025-12-28,배송완료,전화,카드,6753505
1002928,201657,2024-02-06,배송중,전화,현금,10183960
1002929,200422,2023-08-04,주문접수,온라인,현금,33274900
1002930,201129,2025-11-20,배송중,영업사원,카드,151939455
1002931,201274,2023-10-21,취소,온라인,카드,31105440
1002932,200860,2024-01-01,배송완료,온라인,현금,108757650
1002933,201117,2025-03-15,배송완료,온라인,카드,102645510
1002934,201118,2024-12-19,배송완료,매장,여신,16561485
1002935,201594,2023-12-25,배송완료,전화,계좌이체,90260570
1002936,201750,2024-04-04,배송완료,온라인,현금,64455200
1002937,201726,2023-12-11,배송완료,전화,카드,33704700
1002938,201492,2025-03-01,배송완료,영업사원,계좌이체,11649210
1002939,200953,2025-06-21,배송완료,온라인,여신,67520220
1002940,201623,2024-04-20,배송완료,영업사원,여신,34814070
1002941,201540,2024-01-31,배송완료,온라인,카드,17550000
1002942,200175,2023-01-27,배송완료,전화,카드,71195820
1002943,201202,2025-09-19,결제완료,전화,카드,15991800
1002944,201502,2025-11-21,배송완료,전화,현금,21792870
1002945,201790,2025-01-26,배송완료,매장,현금,117301795
1002946,200579,2025-06-15,주문접수,전화,계좌이체,57481485
1002947,201777,2023-01-12,결제완료,매장,현금,72321245
1002948,201476,2024-02-23,취소,전화,카드,88907725
1002949,200749,2025-06-08,배송완료,매장,현금,1601600
1002950,201549,2023-07-29,배송중,전화,계좌이체,98920800
1002951,200998,2024-01-11,주문접수,전화,계좌이체,42580100
1002952,200120,2023-03-30,배송완료,온라인,계좌이체,34110280
1002953,200598,2025-09-13,취소,전화,카드,87463950
1002954,201260,2024-03-18,취소,온라인,여신,75977590
1002955,201014,2023-07-24,배송중,영업사원,현금,146767045
1002956,200512,2025-11-16,배송완료,온라인,카드,81746360
1002957,201712,2025-08-03,배송완료,영업사원,계좌이체,35862750
1002958,200286,2024-11-26,배송완료,매장,계좌이체,20643980
1002959,201964,2025-08-30,배송완료,온라인,여신,38928000
1002960,201181,2024-10-11,배송완료,영업사원,계좌이체,61045675
1002961,201155,2023-01-23,반품,영업사원,여신,29340770
1002962,201273,2024-09-04,배송완료,온라인,계좌이체,65479205
1002963,200820,2023-05-22,배송완료,영업사원,현금,51974120
1002964,200040,2024-10-27,결제완료,매장,현금,38649710
1002965,201461,2025-04-02,배송완료,영업사원,현금,77196200
1002966,201799,2025-11-12,배송중,온라인,현금,84731480
1002967,201104,2024-06-02,배송완료,전화,계좌이체,1302285
1002968,200691,2023-08-03,배송완료,온라인,현금,93083245
1002969,200916,2025-03-24,배송완료,영업사원,현금,55835880
1002970,200687,2025-11-01,주문접수,온라인,여신,57418560
1002971,201457,2025-05-08,배송완료,온라인,카드,10491000
1002972,201177,2025-11-05,배송중,영업사원,현금,64810860
1002973,200601,2024-10-13,배송완료,매장,현금,87244515
1002974,201107,2025-02-03,주문접수,온라인,현금,56929625
1002975,200873,2025-01-15,배송완료,온라인,현금,70284145
1002976,200258,2025-07-11,반품,영업사원,여신,73254310
1002977,201300,2024-09-24,배송중,매장,계좌이체,39494400
1002978,201487,2024-04-05,배송완료,매장,현금,22511200
1002979,201743,2024-08-07,배송완료,영업사원,카드,136504340
1002980,200072,2023-02-13,배송완료,영업사원,현금,27256080
1002981,200632,2023-05-23,배송완료,전화,계좌이체,41168660
1002982,200726,2023-05-08,결제완료,매장,여신,57176300
1002983,200672,2023-11-17,반품,영업사원,카드,1637325
1002984,200770,2023-12-09,배송완료,전화,여신,53510360
1002985,200041,2024-03-28,배송완료,매장,카드,136162460
1002986,201755,2024-10-15,주문접수,영업사원,현금,66521400
1002987,200147,2023-03-03,주문접수,전화,여신,27582260
1002988,201423,2025-02-26,배송완료,전화,여신,88474260
1002989,200442,2025-01-06,배송완료,전화,현금,45624240
1002990,200265,2024-10-20,배송완료,영업사원,카드,20084220
1002991,200690,2024-08-16,반품,매장,카드,61655610
1002992,201311,2024-02-24,배송완료,온라인,카드,90622600
1002993,200587,2025-04-14,배송완료,전화,여신,87450820
1002994,201928,2025-11-25,배송완료,전화,카드,35810140
1002995,200943,2023-07-01,배송완료,온라인,여신,29099630
1002996,200515,2025-11-23,배송중,매장,현금,12600050
1002997,200170,2025-08-04,취소,전화,계좌이체,28514950
1002998,201429,2023-01-15,결제완료,전화,계좌이체,73578745
1002999,201144,2024-04-24,배송완료,매장,계좌이체,51297960
1003000,201834,2024-04-19,주문접수,영업사원,여신,40233200
1003001,200745,2023-03-03,배송완료,전화,카드,13184000
1003002,201109,2024-10-07,결제완료,온라인,카드,41576370
1003003,201668,2023-09-05,결제완료,매장,카드,7189200
1003004,200745,2023-03-30,배송중,매장,현금,34589880
1003005,200085,2025-04-17,결제완료,영업사원,현금,49128300
1003006,201366,2025-12-14,배송완료,영업사원,현금,91007450
1003007,200958,2024-11-18,배송완료,매장,계좌이체,115291230
1003008,201647,2025-01-06,배송완료,온라인,현금,77435270
1003009,200358,2024-01-26,배송완료,영업사원,카드,13429800
1003010,201412,2024-08-12,배송완료,전화,여신,20710080
1003011,201805,2025-10-18,배송완료,매장,여신,12364500
1003012,201457,2024-03-12,배송완료,매장,여신,42924400
1003013,200410,2024-09-01,취소,전화,현금,142268290
1003014,201892,2025-03-06,주문접수,온라인,현금,36423420
1003015,201371,2024-09-30,배송중,영업사원,여신,70660985
1003016,200235,2023-02-13,배송완료,온라인,현금,39774800
1003017,201941,2024-12-24,배송완료,온라인,여신,4916800
1003018,201629,2025-02-19,취소,온라인,카드,21839220
1003019,201000,2023-05-28,결제완료,온라인,현금,26419550
1003020,201554,2025-04-11,배송완료,영업사원,여신,35270380
1003021,200855,2023-01-22,배송완료,온라인,현금,59696525
1003022,201455,2025-07-05,배송완료,매장,계좌이체,4193050
1003023,201018,2023-08-04,배송완료,매장,현금,26245600
1003024,201042,2023-05-06,배송완료,전화,여신,20865550
1003025,200430,2023-05-17,주문접수,전화,현금,73076630
1003026,201889,2024-08-27,배송완료,전화,현금,40536800
1003027,201848,2025-06-26,배송완료,영업사원,카드,82535420
1003028,201331,2025-02-26,결제완료,온라인,여신,77017370
1003029,201702,2023-10-01,결제완료,매장,계좌이체,127024700
1003030,200331,2025-06-27,결제완료,영업사원,계좌이체,94704940
1003031,201539,2024-08-04,배송완료,전화,계좌이체,57158540
1003032,200134,2023-01-16,주문접수,전화,현금,135231950
1003033,200380,2024-04-14,배송완료,매장,현금,58598875
1003034,201069,2025-05-08,배송완료,온라인,계좌이체,64927875
1003035,200472,2025-11-26,배송완료,전화,여신,37798400
1003036,201802,2025-10-02,결제완료,온라인,카드,26546220
1003037,201504,2024-09-17,배송완료,영업사원,계좌이체,42924800
1003038,201133,2024-09-09,배송완료,영업사원,계좌이체,3946200
1003039,201113,2024-02-11,배송완료,온라인,여신,100732065
1003040,201111,2024-10-19,주문접수,전화,현금,5650800
1003041,201642,2024-10-07,결제완료,매장,여신,23927720
1003042,201748,2024-10-07,배송중,영업사원,카드,63906900
1003043,200815,2025-05-07,배송완료,온라인,카드,45084600
1003044,200695,2024-06-15,결제완료,온라인,현금,115285845
1003045,201811,2023-03-06,반품,온라인,여신,50140925
1003046,200731,2024-04-07,배송완료,매장,계좌이체,56434200
1003047,200619,2024-10-28,배송완료,전화,여신,45755640
1003048,200822,2023-03-16,배송완료,매장,계좌이체,115202030
1003049,201585,2024-09-03,배송완료,매장,현금,51338340
1003050,201377,2023-12-04,주문접수,매장,여신,1904000
1003051,201958,2024-03-12,결제완료,온라인,여신,11378385
1003052,201410,2025-11-20,배송완료,매장,카드,79978260
1003053,200937,2023-05-10,배송완료,전화,카드,59426000
1003054,201359,2023-10-21,배송완료,온라인,현금,122874940
1003055,201540,2024-07-10,배송완료,전화,현금,60162930
1003056,201345,2023-09-06,주문접수,온라인,계좌이체,56519590
1003057,201710,2023-12-07,배송완료,온라인,카드,27707810
1003058,201523,2024-04-28,배송완료,매장,현금,43672310
1003059,200824,2023-03-16,주문접수,전화,현금,3251250
1003060,201368,2025-07-26,취소,영업사원,카드,93730390
1003061,200550,2023-09-22,결제완료,전화,계좌이체,32149250
1003062,201528,2025-12-17,배송완료,온라인,여신,80487160
1003063,200579,2025-11-27,결제완료,전화,계좌이체,14015800
1003064,201551,2025-10-20,배송완료,온라인,카드,94442070
1003065,200504,2025-11-27,주문접수,전화,현금,124338770
1003066,201032,2025-10-06,반품,영업사원,카드,11382000
1003067,200547,2025-02-07,배송중,영업사원,여신,25570260
1003068,201031,2024-11-24,배송중,매장,계좌이체,67059750
1003069,200085,2024-04-09,배송중,매장,계좌이체,10602000
1003070,200775,2023-02-14,배송완료,온라인,계좌이체,70564330
1003071,200926,2023-06-12,배송완료,영업사원,현금,48165280
1003072,200620,2024-10-30,배송완료,매장,계좌이체,53827065
1003073,201812,2023-12-27,배송완료,온라인,카드,27642000
1003074,200473,2025-10-04,배송중,전화,여신,65813705
1003075,201708,2024-03-21,결제완료,매장,카드,77781070
1003076,200140,2024-04-24,배송완료,영업사원,현금,6326000
1003077,201462,2023-01-15,배송중,매장,계좌이체,16527260
1003078,200403,2025-04-22,배송중,매장,카드,34620175
1003079,201409,2023-02-09,결제완료,영업사원,계좌이체,72959680
1003080,201934,2025-04-08,배송완료,영업사원,카드,13197440
1003081,201241,2024-08-13,취소,전화,계좌이체,123924090
1003082,201636,2024-01-13,배송완료,전화,계좌이체,78647040
1003083,201320,2023-10-29,배송완료,온라인,카드,71075880
1003084,200985,2023-11-21,배송완료,매장,카드,78201150
1003085,200186,2024-09-24,배송완료,전화,현금,1762200
1003086,200513,2023-11-07,배송완료,영업사원,여신,82312500
1003087,200089,2023-11-15,배송완료,전화,여신,25682000
1003088,201870,2023-05-21,배송중,매장,여신,20281000
1003089,201576,2023-12-25,취소,매장,현금,17572000
1003090,200095,2024-10-21,배송중,영업사원,여신,60638260
1003091,201613,2025-06-03,주문접수,온라인,현금,102092675
1003092,200349,2025-10-05,배송완료,매장,계좌이체,78549975
1003093,200097,2025-03-03,배송완료,매장,현금,10584000
1003094,201836,2023-09-01,배송완료,영업사원,카드,55552680
1003095,201688,2025-01-16,배송완료,매장,카드,57354370
1003096,201556,2024-08-02,배송완료,영업사원,현금,18714620
1003097,201902,2023-09-17,배송완료,매장,계좌이체,49766900
1003098,200659,2023-04-22,주문접수,영업사원,카드,20986070
1003099,200058,2023-10-18,배송완료,영업사원,계좌이체,28444200
1003100,200960,2024-09-27,배송중,온라인,현금,110355260
1003101,200197,2025-02-18,배송완료,온라인,계좌이체,29854800
1003102,201722,2024-09-21,주문접수,온라인,현금,50372500
1003103,201673,2023-02-02,배송완료,온라인,카드,25981560
1003104,200738,2025-11-17,반품,전화,카드,13334655
1003105,201503,2024-07-19,배송중,전화,현금,43096325
1003106,200826,2024-11-29,주문접수,온라인,카드,10590000
1003107,200767,2024-01-25,배송완료,전화,카드,45231230
1003108,200435,2024-01-13,반품,전화,여신,53186295
1003109,200233,2023-12-09,배송완료,영업사원,여신,76984600
1003110,201615,2023-06-04,주문접수,전화,여신,57056090
1003111,200416,2023-12-25,배송완료,전화,계좌이체,37993200
1003112,201674,2025-02-08,배송완료,매장,현금,9945800
1003113,201176,2024-02-09,배송완료,매장,여신,64292200
1003114,201953,2024-07-01,배송완료,온라인,계좌이체,131251040
1003115,201648,2025-06-07,배송완료,매장,현금,34959600
1003116,200149,2025-03-04,결제완료,매장,계좌이체,144630850
1003117,200012,2024-12-09,배송완료,영업사원,카드,23842500
1003118,201619,2024-05-29,주문접수,전화,카드,27952000
1003119,200741,2025-11-13,주문접수,온라인,계좌이체,138910385
1003120,201248,2023-02-13,배송완료,온라인,계좌이체,13073400
1003121,201244,2023-07-05,배송완료,온라인,여신,43588005
1003122,201857,2024-03-16,배송완료,영업사원,현금,40860190
1003123,201828,2024-12-27,배송완료,온라인,현금,172635870
1003124,201402,2025-11-21,배송완료,영업사원,카드,6760800
1003125,200630,2025-02-18,배송완료,영업사원,계좌이체,103394630
1003126,200108,2024-03-04,반품,영업사원,카드,38391400
1003127,200640,2024-06-19,배송완료,전화,현금,32858200
1003128,201264,2024-01-05,배송완료,온라인,현금,104515850
1003129,201529,2023-07-10,배송완료,온라인,카드,98759655
1003130,201479,2024-02-18,주문접수,전화,여신,3890415
1003131,200195,2024-04-20,배송완료,전화,여신,72310065
1003132,200392,2024-08-18,배송중,전화,여신,27044100
1003133,200931,2023-08-15,반품,매장,계좌이체,19261500
1003134,201540,2024-01-22,배송중,매장,여신,109813920
1003135,200570,2024-10-11,배송중,전화,카드,82920010
1003136,201000,2025-05-29,취소,매장,여신,18085100
1003137,200230,2024-01-06,배송완료,매장,여신,38426300
1003138,200445,2023-11-02,배송완료,전화,여신,9642100
1003139,200577,2025-09-04,배송완료,영업사원,카드,52724575
1003140,201066,2024-05-21,배송완료,매장,계좌이체,40812750
1003141,200546,2025-03-12,배송완료,영업사원,여신,95564240
1003142,201732,2023-06-16,반품,매장,계좌이체,144711430
1003143,201623,2023-10-19,배송완료,전화,현금,69620085
1003144,200462,2024-04-03,반품,전화,계좌이체,115972020
1003145,201179,2025-04-18,배송중,온라인,카드,34824400
1003146,200954,2025-12-22,반품,온라인,여신,40098595
1003147,201025,2025-10-01,결제완료,온라인,여신,56913260
1003148,200291,2025-02-23,배송중,영업사원,현금,141925050
1003149,201650,2023-01-05,배송완료,매장,여신,180883450
1003150,201589,2023-07-23,배송완료,영업사원,여신,17319375
1003151,200476,2025-05-24,결제완료,온라인,카드,74039650
1003152,201619,2025-07-16,배송완료,전화,카드,2617320
1003153,201453,2024-02-05,반품,영업사원,현금,14126980
1003154,201877,2023-11-02,주문접수,영업사원,카드,29586400
1003155,201878,2025-11-23,배송완료,온라인,계좌이체,29059025
1003156,200350,2024-01-03,결제완료,전화,여신,151722955
1003157,200816,2025-04-18,반품,매장,현금,80340010
1003158,200052,2023-08-31,배송완료,매장,여신,185362300
1003159,200430,2024-10-07,배송중,매장,여신,67907400
1003160,200549,2025-03-06,결제완료,영업사원,카드,114955570
1003161,201027,2023-06-09,결제완료,영업사원,여신,21812580
1003162,200823,2025-02-23,반품,온라인,카드,22287000
1003163,201328,2024-05-26,결제완료,전화,카드,24671600
1003164,200339,2024-06-16,반품,전화,카드,34035505
1003165,200164,2024-01-23,배송중,영업사원,계좌이체,37622240
1003166,200864,2024-09-12,주문접수,영업사원,현금,63597570
1003167,201386,2025-10-02,배송완료,영업사원,카드,17072600
1003168,200614,2024-04-29,주문접수,온라인,계좌이체,204739700
1003169,200457,2025-08-25,배송완료,영업사원,현금,43561620
1003170,200869,2023-04-21,취소,영업사원,여신,36643900
1003171,201266,2023-03-18,배송완료,온라인,계좌이체,153469700
1003172,201165,2025-08-05,결제완료,영업사원,현금,36222340
1003173,201302,2024-09-08,배송완료,매장,계좌이체,26234100
1003174,201909,2023-01-29,배송완료,매장,현금,94119220
1003175,201760,2023-12-09,취소,전화,여신,11561500
1003176,200960,2024-10-06,주문접수,영업사원,계좌이체,76048420
1003177,201771,2023-06-26,배송완료,매장,현금,48662440
1003178,200971,2025-03-27,반품,전화,카드,63820980
1003179,201753,2025-07-08,배송완료,전화,카드,21404740
1003180,200466,2024-01-08,배송완료,온라인,계좌이체,13910800
1003181,200270,2025-10-29,배송완료,영업사원,카드,87471705
1003182,201017,2023-12-03,배송중,전화,현금,78710600
1003183,200253,2023-10-11,배송중,매장,현금,46633125
1003184,200683,2025-02-24,배송완료,영업사원,계좌이체,34350600
1003185,201986,2024-08-29,배송완료,전화,현금,53864160
1003186,201607,2023-11-20,취소,매장,카드,61534000
1003187,200815,2023-08-14,배송완료,매장,계좌이체,17681480
1003188,201295,2025-11-30,배송완료,영업사원,현금,55025505
1003189,201411,2025-01-02,배송완료,온라인,여신,36880700
1003190,201176,2023-04-14,배송완료,전화,카드,114903060
1003191,200811,2023-03-21,배송완료,온라인,계좌이체,26071980
1003192,201874,2023-01-02,주문접수,매장,계좌이체,73928500
1003193,200416,2025-03-04,주문접수,온라인,계좌이체,130687440
1003194,201919,2025-07-08,배송중,전화,계좌이체,6472000
1003195,201887,2024-05-24,배송완료,온라인,여신,56310265
1003196,200354,2025-09-22,배송완료,전화,현금,8261850
1003197,201335,2024-07-10,배송완료,온라인,여신,116908685
1003198,200210,2024-05-20,취소,영업사원,카드,86733865
1003199,200916,2024-01-25,주문접수,전화,카드,40936840
1003200,200582,2024-09-13,취소,전화,여신,3017580
1003201,201972,2024-02-25,취소,매장,카드,46112100
1003202,200515,2024-05-04,배송완료,영업사원,여신,41610730
1003203,200708,2025-02-24,배송완료,전화,계좌이체,61802465
1003204,200175,2023-01-04,결제완료,매장,여신,68083135
1003205,201429,2024-04-12,취소,전화,여신,48679935
1003206,200574,2023-11-19,배송완료,매장,계좌이체,51443445
1003207,200290,2024-06-26,배송중,매장,현금,69183445
1003208,201772,2023-12-04,배송중,전화,카드,5067200
1003209,201898,2025-03-16,배송완료,전화,현금,75277115
1003210,200056,2025-01-20,결제완료,전화,계좌이체,102817080
1003211,201288,2025-12-05,결제완료,온라인,계좌이체,19398060
1003212,200656,2025-03-13,배송완료,영업사원,현금,29510385
1003213,200769,2023-11-14,배송완료,영업사원,여신,48375690
1003214,201991,2023-01-21,반품,매장,여신,49667810
1003215,200582,2025-09-05,배송완료,영업사원,여신,74317280
1003216,201578,2023-08-06,배송완료,온라인,현금,180036860
1003217,201420,2023-03-18,배송완료,매장,현금,90237350
1003218,201621,2025-12-03,취소,영업사원,현금,140649160
1003219,200143,2024-01-09,배송완료,전화,여신,6724480
1003220,201570,2025-09-17,배송완료,온라인,여신,65312725
1003221,200761,2024-05-14,결제완료,전화,여신,28571040
1003222,201413,2023-10-09,취소,전화,여신,17767100
1003223,200449,2024-12-26,주문접수,온라인,여신,81403600
1003224,201317,2025-02-19,결제완료,온라인,현금,1038420
1003225,201165,2023-11-17,배송중,매장,계좌이체,51049725
1003226,200318,2025-02-06,주문접수,영업사원,여신,10764400
1003227,200825,2023-03-30,배송완료,온라인,여신,103092105
1003228,201131,2023-08-15,반품,매장,계좌이체,80325120
1003229,200456,2025-02-12,배송완료,매장,현금,19183400
1003230,201317,2023-10-18,배송완료,영업사원,카드,77574825
1003231,201831,2025-04-17,취소,매장,여신,110055745
1003232,201748,2023-07-16,주문접수,온라인,계좌이체,140654000
1003233,200935,2025-10-16,결제완료,영업사원,현금,42884320
1003234,200810,2025-02-02,주문접수,영업사원,현금,14255800
1003235,201139,2024-06-29,배송완료,전화,여신,156971500
1003236,201825,2024-12-25,반품,온라인,현금,114511690
1003237,201905,2025-05-19,배송완료,영업사원,여신,4511200
1003238,200442,2023-07-04,배송완료,영업사원,카드,176976045
1003239,201093,2023-06-14,결제완료,전화,카드,134281420
1003240,200179,2025-09-21,배송완료,매장,카드,14158400
1003241,200072,2023-07-27,취소,매장,여신,24604240
1003242,201615,2025-10-29,결제완료,매장,카드,38835320
